,Tweets,id,date,likes,retweets,place
0,In a place where COVID dont know,1344748990479425537,2020-12-31 20:55:18,0,0,"Place(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
1,The Corona virus has come because of; •The rebellions of this race •The rebellions of this generation ,1344747672985546754,2020-12-31 20:50:04,3,0,"Place(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
2,"𝓗𝓐𝓛𝓟𝓨 𝓝𝓔𝓦 𝓨𝓔𝓐𝓡 everyone Let 2021 be a Healthy, Prosperous, COVID-less and 𝐽𝑜𝑠ℎ𝑢𝑎-ful year for us all ",1344743887752093697,2020-12-31 20:35:01,0,0,"Place(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, id='00f24ae701a1207b', url='https://api.twitter.com/1.1/geo/id/00f24ae701a1207b.json', place_type='admin', name='Abu Dhabi', full_name='Abu Dhabi, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, type='Polygon', coordinates=[[[51.2938738, 22.6261387], [56.0175464, 22.6261387], [56.0175464, 25.1639588], [51.2938738, 25.1639588]]]), attributes={})"
3,00:06 happy new year’s guys Let’s get vaccinated we need to rid Covid and get life back to what’s an acceptable norm ,1344736896501637121,2020-12-31 20:07:14,0,0,"Place(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
4,This year is the year the judgment of the LORD the corona virus that was prophesied on 1st of December 2015 was fulfilled. I kindly welcome you on board that you may know more please.,1344735192976658432,2020-12-31 20:00:28,2,0,"Place(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
5,The amount of prayers these people want to do this night...covid better end after this ,1344734127375982592,2020-12-31 19:56:14,3,0,"Place(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, id='01a4aba930967a19', url='https://api.twitter.com/1.1/geo/id/01a4aba930967a19.json', place_type='admin', name='Ajman', full_name='Ajman, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, type='Polygon', coordinates=[[[55.4228459, 24.7422387], [56.1015028, 24.7422387], [56.1015028, 25.4513274], [55.4228459, 25.4513274]]]), attributes={})"
6,"Happy New Year 2021 to all, May this new year be good for all and keep everyone safe from corona. ",1344723674583203843,2020-12-31 19:14:42,1,0,"Place(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
7,Not to break the news to you but tomorrow January 2021 won't stop the new strain of covid-19. We might still have a light lock down.. Y'all still have to think about taking the vaccine. Tomorrow is just a change of date nothing special..,1344721818465300481,2020-12-31 19:07:19,0,0,"Place(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, id='01bb72922e8454b4', url='https://api.twitter.com/1.1/geo/id/01bb72922e8454b4.json', place_type='admin', name='Fujairah', full_name='Fujairah, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, type='Polygon', coordinates=[[[55.9170692, 25.0871026], [56.3739998, 25.0871026], [56.3739998, 25.6625265], [55.9170692, 25.6625265]]]), attributes={})"
8,NO MORE COVID THIS 2021 ,1344711383389270016,2020-12-31 18:25:51,0,0,"Place(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
9,"Didn’t celebrate New Years last year cause my dad passed away, not celebrating it this year cause I have COVID, feelin a little lonEly x",1344709321964318720,2020-12-31 18:17:40,114,0,"Place(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, id='001907e868d06e24', url='https://api.twitter.com/1.1/geo/id/001907e868d06e24.json', place_type='admin', name='Dubai', full_name='Dubai, United Arab Emirates', country_code='AE', country='United Arab Emirates', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x7f1a66e60cd0>, type='Polygon', coordinates=[[[54.8939725, 24.6182526], [56.2083722, 24.6182526], [56.2083722, 25.3686719], [54.8939725, 25.3686719]]]), attributes={})"
